name,url,chemistry,chemistry html,IMA Symbol,Strunz class,crystal system,crystal class,color,cleavage,mohs,streak,gravity,luster,habit,varieties
Marcasite,https://en.wikipedia.org/wiki/Marcasite,FeS2,FeS<sub>2</sub>,Mrc,2.EB.10a,Orthorhombic,Dipyramidal,"Tin-white on fresh surface, pale bronze-yellow, darkening on exposure, iridescent tarnish","Cleavage: {101}, rather distinct; {110} in traces",6–6.5,Dark-grey to black.,"4.875 calculated, 4.887 measured",Metallic,"Crystals typically tabular on {010}, curved faces common; stalactitic, reniform, massive; cockscomb and spearhead shapes due to twinning on {101}.",
Margaritasite,https://en.wikipedia.org/wiki/Margaritasite,"(Cs, K, H3O)2(UO2)2V2O8·H2O","(Cs,K,H3O)<sub>2</sub>(UO<sub>2</sub>)<sub>2</sub>V<sub>2</sub>O<sub>8</sub><b>·</b>H2O",Mgt,7.E.11-60,Monoclinic,Prismatic,Yellow,,,,5.41,,"Tabular crystals, typically massive",
Margarite,https://en.wikipedia.org/wiki/Margarite,CaAl2(Al2Si2)O10(OH)2,CaAl<sub>2</sub>(Al<sub>2</sub>Si<sub>2</sub>)O<sub>10</sub>(OH)<sub>2</sub>,Mrg,9.EC.30,Monoclinic,Domatic,flesh pink,basal,4,,,,platy,
Marialite,https://en.wikipedia.org/wiki/Marialite,Na4Al3Si9O24Cl,Na<sub>24</sub>Cl,Mar,9.FB.15,Tetragonal,Dipyramidal,"Colorless, white, grey; pink, violet, blue, yellow, brown, orange-brown, pale green or reddish",Distinct on {100} and {110},5.5–6,White,2.55–2.74,"Vitreous, pearly, resinous","Typically flat, pyramidal striated crystals; massive, granular",
Maricite,https://en.wikipedia.org/wiki/Maricite,NaFe2+PO4,NaFe<sup>2+</sup>PO<sub>4</sub>,,8.AC.20,Orthorhombic,Dipyramidal,"Dark gray, brown to pale brown, nearly colorless",None observed,4 - 4.5,White to light gray white,3.66,"Sub-vitreous, greasy","Radial aggregates, nodular",
Marrite,https://en.wikipedia.org/wiki/Marrite,PbAgAsS3,PbAgAsS<sub>3</sub>,Mrr,2.JB.15,Monoclinic,Prismatic,"Lead gray, steel gray",None,3,Black with brownish tint,5.82,Metallic,Tabular or striated crystals,
Marthozite,https://en.wikipedia.org/wiki/Marthozite,Cu(UO2)3(SeO3)3(OH)2·7H2O,Cu(UO<sub>2</sub>)<sub>3</sub>(SeO<sub>3</sub>)<sub>3</sub>(OH)<sub>2</sub>·7H<sub>2</sub>O,Mhz,4.JJ.05,Orthorhombic,Pyramidal,Greenish brown,"{100} perfect, {010} indistinct",6,,4.44,,Bladed,
Mascagnite,https://en.wikipedia.org/wiki/Mascagnite,(NH4)2SO4,(NH<sub>4</sub>)<sub>2</sub>SO<sub>4</sub>,Msc,7.AD.05,Orthorhombic,Dipyramidal,"Colorless, grey, yellowish-grey, yellow",Distinct/ goodOn {001},2 - 2.5,,,"Vitreous, dull",,
Massicot,https://en.wikipedia.org/wiki/Massicot,PbO,PbO,Msi,4.AC.25,Orthorhombic,Dipyramidal,Yellow may have a red tint,Distinct on {100} and {010},2,Yellow,9.642 calculated,Greasy to dull,"Scaly as incrustations, massive",
Masuyite,https://en.wikipedia.org/wiki/Masuyite,Pb[(UO2)3O3(OH)2]·3H2O,Pb[(UO<sub>2</sub>)<sub>3</sub>O<sub>3</sub>(OH)<sub>2</sub>]·3H<sub>2</sub>O,Msy,4.GB.35,Monoclinic,Domatic,,,,,,,,
Mathesiusite,https://en.wikipedia.org/wiki/Mathesiusite,K5(UO2)4(SO4)4(VO5)·4(H2O),K<sub>5</sub>(UO<sub>2</sub>)<sub>4</sub>(SO<sub>4</sub>)<sub>4</sub>(VO<sub>5</sub>)·4(H<sub>2</sub>O),Mhe,7.DG.,Tetragonal,,Yellowish green,"Perfect {010}, good {001}",2,Greenish white,4.02 (calculated),,Needles <0.2 mm in length,
Matlockite,https://en.wikipedia.org/wiki/Matlockite,PbFCl,PbFCl,Mtl,3.DC.25,Tetragonal,Ditetragonal dipyramidal,,"{001}, perfect",2.5 - 3,,7.1 - 7.2,"Adamantine, pearly on {001}","Flattened, tabular crystals occurring as aggregates, rosettelike, radiating, hemispherical; also massive",
Maucherite,https://en.wikipedia.org/wiki/Maucherite,Ni11As8,Ni<sub>11</sub>As<sub>8</sub>,Muc,2.AB.15,Tetragonal,Trapezohedral,grey to reddish silver white,,4.5-5.5,grayish black,6.9-7.3,,,
Mawsonite,https://en.wikipedia.org/wiki/Mawsonite,Cu6Fe2SnS8,Cu<sub>6</sub>Fe<sub>2</sub>SnS<sub>8</sub>,Maw,2.CB.20,Tetragonal,Scalenohedral,Brownish orange,,3.5-4,,4.65 (calculated),Metallic,Exsolution grains within bornite,
Mckelveyite-(Y),https://en.wikipedia.org/wiki/Mckelveyite-(Y),"Ba3Na(Ca,U)Y(CO3)6·3H2O","Ba<sub>3</sub>Na(Ca,U)Y(CO<sub>3</sub>)<sub>6</sub>·3H<sub>2</sub>O",Mkv-Y,5.CC.05,Triclinic,Pedial,"Lime-yellow, greenish gray, reddish brown, may be black from contained organic material",Indistinct,3.5–4,White,3.25,"Vitreous, greasy, or dull","Tabular, pyramidal",
Meionite,https://en.wikipedia.org/wiki/Meionite,Ca4Al6Si6O24CO3,Ca<sub>4</sub>Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>CO<sub>3</sub>,Me,9.FB.15,Tetragonal,Dipyramidal,"Colorless, white, grey, pink, violet, blue, yellow, orange-brown, brown",Distinct/good on {100}{110},5 - 6,White,2.74 - 2.78,"Vitreous, resinous, pearly",,
Melanophlogite,https://en.wikipedia.org/wiki/Melanophlogite,SiO2,SiO<sub>2</sub>,Mp,,Cubic or tetragonal,,"Brown, colorless, light yellow, dark reddish brown",None,6.5–7,White,"1.99–2.11, average = 2.04",Vitreous,Forms crust-like aggregates on matrix,
Melanterite,https://en.wikipedia.org/wiki/Melanterite,FeSO4·7H2O,FeSO<sub>4</sub>·7H<sub>2</sub>O,Mln,7.CB.35,Monoclinic,Prismatic,"Green, pale green, greenish blue, bluish green, colorless","{001} Perfect, {110} Distinct",2,White,1.89 - 1.9,Vitreous,"Encrustations and capillary efflorescences; rarely as equant pseudo-octahedral, prismatic or tabular crystals",
Melilite,https://en.wikipedia.org/wiki/Melilite,"(Ca,Na)2(Al,Mg,Fe2+)[(Al,Si)SiO7]","(Ca,Na)<sub>7</sub>]",,9.BB.**,Tetragonal,,"Yellowish, greenish brown","Distinct on {001}, weak on {110}",5 – 5.5,white,2.9–3.0,Vitreous – greasy,Massive – granular,
Mellite,https://en.wikipedia.org/wiki/Mellite,Al2[C6(COO)6]·16H2O,Al<sub>2</sub>[C<sub>6</sub>(COO)<sub>6</sub>]·16H<sub>2</sub>O,Mel,10.AC.05,Tetragonal,Ditetragonal dipyramidal,"Honey-yellow, deep red, pale shades of red, brown, gray, white;",poor/indistinct on {023},2-2.5,White,1.64,"Vitreous, resinous, greasy","Elongated bipyramidal prismatic; as nodules and coatings, fine-grained massive",
Melonite,https://en.wikipedia.org/wiki/Melonite,NiTe2,NiTe<sub>2</sub>,Mlt,2.EA.20,Trigonal,Hexagonal scalenohedral,"White, reddish white",{0001} Perfect,1–1.5,Dark gray,7.72,Metallic,"Crystalline, foliated, granular",
Mendipite,https://en.wikipedia.org/wiki/Mendipite,Pb3Cl2O2,Pb<sub>3</sub>Cl<sub>2</sub>O<sub>2</sub>,Mdi,3.DC.70,Orthorhombic,Dipyramidal,"Colorless to white, brownish cream, grey, yellowish, pink, red, or blue; nearly colorless in transmitted light.","Perfect on {110}, fair on {100} and {010}",2.5 to 3,White,7.24,Pearly to silky on cleavages; resinous to adamantine on fractures.,"Columnar or fibrous aggregates, often radiated, and cleavable masses.",
Mendozite,https://en.wikipedia.org/wiki/Mendozite,NaAl(SO4)2·11H2O,NaAl(SO<sub>4</sub>)<sub>2</sub>·11H<sub>2</sub>O,Mz,7.CC.15,Monoclinic,Prismatic,colorless,{100} good{001} indistinct{010} indistinct,3,white,,vitreous,"prismatic, pseudo-rhombohedral",
Meneghinite,https://en.wikipedia.org/wiki/Meneghinite,CuPb13 Sb7S24,CuPb<sub>13</sub>Sb<sub>7</sub>S<sub>24</sub>,Meg,2.HB.05b,Orthorhombic,Dipyramidal,Blackish lead-grey,{010} perfect,2.5,Black shining,6.36,Metallic,"Prismatic to acicular, massive",
Mercury (element),https://en.wikipedia.org/wiki/Mercury_(element),,,,,,,,,,,,,,
Mereheadite,https://en.wikipedia.org/wiki/Mereheadite,Pb47Cl25(OH)13O24(CO3)(BO3)2,Pb<sub>47</sub>Cl<sub>25</sub>(OH)<sub>13</sub>O<sub>24</sub>(CO<sub>3</sub>)(BO<sub>3</sub>)<sub>2</sub>,Mrh,3.DC.45,Monoclinic,Prismatic,Pale yellow,,3.5,White,,"Vitreous, resinous",,
Merenskyite,https://en.wikipedia.org/wiki/Merenskyite,"(Pd,Pt)(Te,Bi)2","(Pd,Pt)(Te,Bi)<sub>2</sub>",Mrk,2.EA.20,Trigonal,Hexagonal scalenohedral,"White, grayish white",,3.5,,8547,,"Microscopic inclusions, intergrowths with other Pd–Pt minerals",
Meridianiite,https://en.wikipedia.org/wiki/Meridianiite,Magnesium sulfate 11 hydrate MgSO4·11H2O,Magnesiumsulfate11hydrateMgSO<sub>4</sub>·11H<sub>2</sub>O,Mdn,7.CB.90,Triclinic,Pinacoidal,Colorless or white,,,White,1512,Vitreous – dull,Needle-shaped to broad flat crystals,
Merrillite,https://en.wikipedia.org/wiki/Merrillite,Ca9NaMg(PO4)7,Ca<sub>9</sub>NaMg(PO<sub>4</sub>)<sub>7</sub>,Mer,8.AC.45,Trigonal,Ditrigonal pyramidal,Colorless to white,Poor - indistinct,,,3.1 (measured),Vitreous,Occurs as anhedral grains,
Mesolite,https://en.wikipedia.org/wiki/Mesolite,Na2Ca2(Al2Si3O10)3·8H2O,Na<sub>2</sub>Ca<sub>2</sub>(Al<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>)<sub>3</sub>·8H<sub>2</sub>O,Mes,9.GA.05,Orthorhombic,Pyramidal,"Colorless, white, gray, yellowish brown",Perfect on {110} and {110},5,White,2.26,"Vitreous, silky when fibrous","As elongated prismatic crystals, commonly in hairlike tufts and aggregates of fibers; radiating compact masses; stalactitic; porcelaneous",
Messelite,https://en.wikipedia.org/wiki/Messelite,"Ca2(Fe2+,Mn2+)(PO4)2·2H2O","Ca<sub>2</sub>(Fe<sup>2+</sup>,Mn<sup>2+</sup>)(PO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O",Msl,8.CG.05,Triclinic,Pinacoidal,"White, pale greenish white, greenish gray, pink, colorless","Perfect on {001}, producing curved irregular surfaces",3.5,,3.16,,,
Metacinnabar,https://en.wikipedia.org/wiki/Metacinnabar,HgS,HgS,Mcin,2.CB.05a,Cubic,Hextetrahedral,Grayish black,None,3,Black,7.7 - 7.8,Metallic,"Massive, rarely as tetrahedral crystals, as incrustations",
Metatorbernite,https://en.wikipedia.org/wiki/Metatorbernite,Cu(UO2)2(PO4)2·8(H2O),Cu(UO<sub>2</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·8(H<sub>2</sub>O),Mtor,8.EB.10,Tetragonal,Dipyramidal,,Perfect,2.5,Light green,3.7-3.8,,Flat plates,
Metazeunerite,https://en.wikipedia.org/wiki/Metazeunerite,Cu(UO2)2(AsO4)2·8H2O,Cu(UO<sub>2</sub>)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>·8H<sub>2</sub>O,Mzeu,8.EB.10,Tetragonal,Dipyramidal,Varies from pale to green,Perfect on {001}; distinct on {010},2-2.5,Pale green,3.87,Vitreous to dull,Tabular rectangular crystals with two pinacoid faces; foliated or micaceous aggregates,
Meyerhofferite,https://en.wikipedia.org/wiki/Meyerhofferite,Ca2B6O6(OH)10·2H2O,Ca<sub>2</sub>B<sub>6</sub>O<sub>6</sub>(OH)<sub>10</sub>·2H<sub>2</sub>O,Mhf,6.CA.30,Triclinic,Pinacoidal,,,,,,,,
Miargyrite,https://en.wikipedia.org/wiki/Miargyrite,AgSbS2,AgSbS<sub>2</sub>,May,2.HA.10,Monoclinic,Prismatic,,,2-2.5,red,5.2,,,
Mica,https://en.wikipedia.org/wiki/Mica,"AB2–3(X, Si)4O10(O, F, OH)2","AB<sub>2–3</sub>(X,Si)<sub>4</sub>O<sub>10</sub>(O,F,OH)<sub>2</sub>",Mca,,,,"purple, rosy, silver, gray (lepidolite); dark green, brown, black (biotite); yellowish-brown, green-white (phlogopite); colorless, transparent (muscovite)",Almost perfect,2–4 ,"White, colorless",2.8–3.0,"pearly, vitreous",,
Microcline,https://en.wikipedia.org/wiki/Microcline,KAlSi3O8,KAlSi<sub>3</sub>O<sub>8</sub>,Mcc,,,,"White, grey, greyish yellow, yellowish, tan, salmon-pink, bluish green, green.",Has perfect cleavage parallel to {001} and good cleavage on {010}. Cleavages intersect at 90°41'. It can be difficult to see cleavage in thin section due to microcline's low relief.,6-6.5,White,2.5-2.6,Vitreous,Can be anhedral or euhedral. Grains are commonly elongate with a tabular appearance. May contain lamellae which formed from exsolved albite.,
Microlite,https://en.wikipedia.org/wiki/Microlite,"(Na,Ca)2Ta2O6(O,OH,F)","(Na,Ca)<sub>6</sub>(O,OH,F)",Mic,4.DH.15,Cubic,,,,,,,,,
Miguelromeroite,https://en.wikipedia.org/wiki/Miguelromeroite,MnS(AsO4)2(HAsO4)2 · 4H2O,MnS(AsO<sub>2</sub>O,Mig,,Monoclinic,Prismatic,Salmon pink to orange,Good on {100},4,Pale pink,,Vitreous,,
Millerite,https://en.wikipedia.org/wiki/Millerite,NiS,NiS,Mlr,2.CC.20,Trigonal,Ditrigonal pyramidal,,Perfect on {1011} and {0112} - obscured by typical form,3 - 3.5,Greenish black,5.3 - 5.5,Metallic,Typically acicular (needle-like) often in radial sprays - also massive,
Millosevichite,https://en.wikipedia.org/wiki/Millosevichite,Al2(SO4)3,Al<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>,Msv,7.AB.05,Trigonal,Rhombohedral,"Indigo, bright red, brick-red",,1.5,,1.72 measured,Vitreous,Granular aggregates of minute crystals; stalactitic porous masses,
Mimetite,https://en.wikipedia.org/wiki/Mimetite,Pb5(AsO4)3Cl,Pb<sub>5</sub>(AsO<sub>4</sub>)<sub>3</sub>Cl,Mim,8.BN.05,Hexagonal,Dipyramidal,"Pale to bright yellow, yellowish brown, yellow-orange, white, may be colorless",[1011] Imperfect,3.5 - 4,White,7.1 - 7.24,"Resinous, subadamantine","Prismatic to acicular crystals; reniform, botryoidal, globular,",
Minium (mineral),https://en.wikipedia.org/wiki/Minium_(mineral),Pb2+2Pb4+O4,Pb<sup>2+</sup><sub>2</sub>Pb<sup>4+</sup>O<sub>4</sub>,,4.BD.05,Tetragonal,Ditetragonal dipyramidal,"Scarlet to brownish red, may have a yellowish tint",Perfect on {110} and {010},2.5,Yellow-orange,8.9 - 9.2,Dull to slightly greasy,"Scaly; commonly as earthy, pulverulent masses",
Minnesotaite,https://en.wikipedia.org/wiki/Minnesotaite,"(Fe2+,Mg)3Si4O10(OH)2","(Fe<sup>2+</sup>,Mg)<sub>3</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>",Mns,9.EC.05,Triclinic,Pinacoidal,Greenish gray to olive-green,"Perfect on {001}, micaceous",1.5 - 2,,3.01,"Greasy to waxy, dull","Occurs as microscopic needles or platelets, the needles occur in radiating clusters or in sheaves; also fibrous",
Minyulite,https://en.wikipedia.org/wiki/Minyulite,KAl2(PO4)2F·4(H2O),KAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>F·4(H<sub>2</sub>O),Myu,8.DH.05,Orthorhombic,Pyramidal,"Colorless to white, greenish yellow",{001} Perfect,3.5,White,2.45,"Vitreous, silky in aggregates",Radiating fibrous to prismatic crystals,
Mirabilite,https://en.wikipedia.org/wiki/Mirabilite,Na2SO4·10H2O,Na<sub>2</sub>SO<sub>4</sub>·10H<sub>2</sub>O,Mrb,7.CD.10,Monoclinic,Prismatic,"Colorless, white, yellowish-white, greenish-white","{100} perfect, {001} poor, {010} poor",1.5–2,White,1.49,Vitreous,Granular or well-formed coarse crystals,
Mixite,https://en.wikipedia.org/wiki/Mixite,BiCu6(AsO4)3(OH)6·3(H2O),BiCu<sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3(H<sub>2</sub>O),Mix,8.DL.15,Hexagonal,Dipyramidal,"Blue to emerald-green, pale green, white",,3-4,Pale green,3.79-3.83,Vitreous,Acicular crystals often in radial clusters,
Moganite,https://en.wikipedia.org/wiki/Moganite,SiO2,SiO<sub>2</sub>,Mog,4.DA.20,Monoclinic,Prismatic,Grey,,6,White,,"Earthy, dull",Massive,
Mohite,https://en.wikipedia.org/wiki/Mohite,Cu2SnS3,Cu<sub>2</sub>SnS<sub>3</sub>,Moh,2.CB.15b,Monoclinic,Domatic,Gray with a greenish tint,,4,Gray,4.86 (calculated),Metallic,Microscopic grains,
Mohrite,https://en.wikipedia.org/wiki/Mohrite,,,,,,,,,,,,,,
Moissanite,https://en.wikipedia.org/wiki/Moissanite,SiC,SiC,Moi,1.DA.05,,6H polytype: dihexagonal pyramidal ,"Colorless, green, yellow",(0001) indistinct,9.25,greenish gray,3.218–3.22,Adamantine to metallic,Generally found as inclusions in other minerals,
Molybdenite,https://en.wikipedia.org/wiki/Molybdenite,Molybdenum disulfide (MoS2),Molybdenumdisulfide(MoS<sub>2</sub>),Mol,2.EA.30,,"2H polytype: dihexagonal dipyramidal, 3R polytype: Ditrigonal pyramidal ","Black, lead-silvery gray",Perfect on [0001],1–1.5,Bluish gray,4.73,Metallic,"Thin, platy hexagonal crystals terminated by pinacoidal faces, also as tapering six-sided pyramids that can be truncated by the pinacoids. Also massive, lamellar and in small grains in sulfide ore bodies",
Molybdite,https://en.wikipedia.org/wiki/Molybdite,MoO3,MoO<sub>3</sub>,Myb,4.EA.10,Orthorhombic,Dipyramidal,Light greenish yellow to nearly colorless,"Perfect on {100}, district on {001}",3 - 4,White,4.72,Adamantine,Flattened needles or thin plates may occur in aggregates,
Monazite,https://en.wikipedia.org/wiki/Monazite,"(Ce,La,Th)PO4","(Ce,La,Th)PO4",,8.AD.50,Monoclinic,Prismatic,"Orange, Purple, Reddish brown, brown, pale yellow, pink, blue, green, gray,",Distinct on [100] poor on [010],5.0–5.5,White,4.6–5.7 (4.98–5.43 for monazite-Ce),"Resinous, vitreous to adamantine",Commonly as prismatic or wedge-shaped crystals,
Monohydrocalcite,https://en.wikipedia.org/wiki/Monohydrocalcite,CaCO3·H2O,CaCO<sub>3</sub>·H<sub>2</sub>O,Mhcal,5.CB.20,Trigonal,Trapezohedral,,,,,,,,
Monticellite,https://en.wikipedia.org/wiki/Monticellite,"Ca(Mg,Fe)SiO4","Ca(Mg,Fe)SiO<sub>4</sub>",Mtc - Kir,9.AC.10,Orthorhombic,Dipyramidal,,{010},5.5,,3.05 – 3.27,,,
Montmorillonite,https://en.wikipedia.org/wiki/Montmorillonite,"(Na,Ca)0.33(Al,Mg)2(Si4O10)(OH)2·nH2O","(Na,Ca)<sub>2</sub>O",Mnt,,Monoclinic,Prismatic,"White, pale pink, blue, yellow, red, green",{001} perfect,1–2,,2-3,"Dull, earthy",compact masses of lamellar or globular microcrystalline aggregates,
Mooihoekite,https://en.wikipedia.org/wiki/Mooihoekite,Cu9Fe9S16,Cu<sub>9</sub>Fe<sub>9</sub>S<sub>16</sub>,Mho,2.CB.10b,Tetragonal,Scalenohedral,Pale yellow. Tarnishes to pinkish brown and purple,,4,Black,4.36,Metallic,Granular - Generally occurs as anhedral to subhedral crystals in matrix,
Moolooite,https://en.wikipedia.org/wiki/Moolooite,Cu(C2O4) · 0.4H2O,Cu(C<sub>2</sub>O,Moo,10.AB.15,Orthorhombic,Dipyramidal,,,,,3.43 (calculated),,,
Mordenite,https://en.wikipedia.org/wiki/Mordenite,"(Ca, Na2, K2)Al2Si10O24·7H2O","(Ca,Na<sub>2</sub>,K<sub>2</sub>)Al<sub>2</sub>Si<sub>10</sub>O<sub>24</sub><b>·</b>7H<sub>2</sub>O",Mor,9.GD.35,Orthorhombic,Pyramidal,,,,,,,,
Moschellandsbergite,https://en.wikipedia.org/wiki/Moschellandsbergite,"silver amalgam, Ag2Hg3","silveramalgam,Ag<sub>2</sub>Hg<sub>3</sub>",Mlb,1.AD.15d,Isometric,Tetartoidal,"white, tarnishes grey",brittle,3.5,,13.48,metallic,,
Mosesite,https://en.wikipedia.org/wiki/Mosesite,"Hg2N(Cl,SO4,MoO4,CO3)·H2O",Hg<sub>3</sub>)·H<sub>2</sub>O,Mos,3.DD.30,Cubic,Hextetrahedral,"Lemon-yellow, canary-yellow",Imperfect {111},3.5,Very light yellow,,Adamantine,"Octahedral, cubo-octahedral, cubic",
Mottramite,https://en.wikipedia.org/wiki/Mottramite,PbCu(VO4)(OH),PbCu(VO<sub>4</sub>)(OH),Mott,8.BH.40,Orthorhombic,Dipyramidal,,None observed,3 - 3.5,Yellowish green,5.9,,"Encrustations, aggregates of plume-like forms and radial crystals",
Motukoreaite,https://en.wikipedia.org/wiki/Motukoreaite,Mg6Al3(OH)18[Na(H2O)6](SO4)2·6H2O (possibly more than one species),Mg<sub>6</sub>Al<sub>3</sub>(OH)<sub>18</sub>[Na(H<sub>2</sub>O)<sub>6</sub>](SO<sub>4</sub>)<sub>2</sub>·6H<sub>2</sub>O<small>(possiblymorethanonespecies)</small>,Mtu,7.DD.35,Trigonal,Hexagonal scalenohedral,"Colorless, white, pale yellow, pale yellow-green","Good on {0001}, perhaps a parting",1–1.5,White,1.43–1.53,Dull,,
Mullite,https://en.wikipedia.org/wiki/Mullite,Al6Si2O13,Al<sub>6</sub>Si<sub>2</sub>O<sub>13</sub>,Mul,9.AF.20,Orthorhombic,Dipyramidal,Colorless to pale pink or grey,Good on [010],,,,,Prismatic to acicular crystals,
Mundite,https://en.wikipedia.org/wiki/Mundite,Al(UO2)3(PO4)2(OH)3·5(H2O),Al(UO<sub>2</sub>)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>3</sub>·5(H<sub>2</sub>O),Mud,8.EC.30,Orthorhombic,Unknown space group,,,,,,,,
Murdochite,https://en.wikipedia.org/wiki/Murdochite,"PbCu6O8−x(Cl,Br)2x (x ≤ 0.5)",PbCu<span>2x</sub></span>,Mdh,3.DB.45,Cubic,Hexoctahedral,,,,,,,,
Muscovite,https://en.wikipedia.org/wiki/Muscovite,"KAl2(AlSi3O10)(F,OH)2","KAl<sub>2</sub>(AlSi<sub>3</sub>O<sub>10</sub>)(F,OH)<sub>2</sub>",Ms,9.EC.15,Monoclinic,Prismatic,"White, grey, silvery",Perfect on the {001},2– 4 ,White,2.76–3,"Vitreous, silky, pearly",Massive to platy,
Musgravite,https://en.wikipedia.org/wiki/Musgravite,"(Mg,Fe,Zn)2BeAl6O12","(Mg,Fe,Zn)<sub>2</sub>BeAl<sub>6</sub>O<sub>12</sub>",,4.FC.25,Trigonal,,Grey green to green,,8–8.5,,3.62–3.68,Vitreous,,
Nabalamprophyllite,https://en.wikipedia.org/wiki/Nabalamprophyllite,"Ba(Na,Ba){Na3Ti[Ti2O2Si4O14](OH,F)2}","Ba(Na,Ba){Na<sub>2</sub>}",Nlmp,,Monoclinic,Prismatic,Brown to bright yellow crystals,Perfect (001),3,White,,Glassy,"Prismatic, sheaf-like, random aggregates",
Nabesite,https://en.wikipedia.org/wiki/Nabesite,Na2BeSi4O10·4H2O,Na<sub>2</sub>BeSi<sub>4</sub>O<sub>10</sub>·4H<sub>2</sub>O,,8.J.0-,Orthorhombic,Disphenoidal,,Good,5-6,White,2.16,Vitreous,"Platy, thin/flat",
Nacrite,https://en.wikipedia.org/wiki/Nacrite,Al2Si2O5(OH)4,Al<sub>2</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>,Ncr,9.ED.05,Monoclinic,Domatic,,,,,,,,
Nadorite,https://en.wikipedia.org/wiki/Nadorite,PbSbO2Cl,PbSbO<sub>2</sub>Cl,Nad,3.DC.30,Orthorhombic,Dipyramidal,"Brown, brownish-yellow, yellow","On {010}, perfect",3.5 - 4,"White, yellow to yellowish white",,"Adamantine, Resinous",,
Nagyágite,https://en.wikipedia.org/wiki/Nagy%C3%A1gite,"Pb5Au(Te,Sb)}4S(5-8) or AuPb(Sb,Bi)Te(2-3)S6 or (Te,Au)Pb(Pb,Sb)S2",Pb<span>(5-8)</sub></span>,Ngy,2.HB.20a,Monoclinic,Prismatic,,"Perfect on {010}, excellent on {101}",1.5,Blackish lead-grey,7.35–7.49,,"Tabular crystals (often bent), also massive granular, pseudotetragonal",
Nahcolite,https://en.wikipedia.org/wiki/Nahcolite,Sodium bicarbonate (NaHCO3),Sodiumbicarbonate(NaHCO<sub>3</sub>),Nah,5.AA.15,Monoclinic,Prismatic,,"{101} perfect, {111} good, {100} distinct",2.5,White,2.21,,"Elongated crystals, fibrous masses, friable porous aggregates",
Naldrettite,https://en.wikipedia.org/wiki/Naldrettite,Pd2Sb,Pd<sub>2</sub>Sb,Nld,2.AC.25d,Orthorhombic,Dipyramidal,Appears creamy white in plane-polarized light,,4-5,,,metallic,,
Nambulite,https://en.wikipedia.org/wiki/Nambulite,"(Li,Na)Mn4Si5O14(OH)","(Li,Na)Mn<sub>14</sub>(OH)",Nbl,9.DK.05,Triclinic,Pinacoidal,Reddish orange brown,"{001} perfect, {100} distinct, {010} distinct",6.5,Pale yellow,3.51,Vitreous – adamantine,Prismatic,
Narsarsukite,https://en.wikipedia.org/wiki/Narsarsukite,"Na4(Ti,Fe)4[Si8O20](O,OH,F)4",Na<sub>4</sub>,Nar,9.DJ.05,Tetragonal,Dipyramidal,"Honey to lemon-yellow, reddish brown, brownish gray, tan, pink; may be green from inclusions; may show color zoning",Good on {100} and {110},5.5 - 7,White,2.64-2.83,"Vitreous, pearly on {110}","Occurs as flat tabular to equant, striated crystals In divergent, radiating groups; massive",
Natrolite,https://en.wikipedia.org/wiki/Natrolite,Na2Al2Si3O10·2H2O,Na<sub>2</sub>Al<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>·2H<sub>2</sub>O,Ntr,9.GA.05,Orthorhombic,Pyramidal,"White, colorless, sometimes pink",Perfect on {110},5-6,White,2.25,"Vitreous, Silky, Pearly",Acicular,
Natron,https://en.wikipedia.org/wiki/Natron,Na2CO3·10H2O,Na<sub>2</sub>CO<sub>3</sub>·10H<sub>2</sub>O,Nt,5.CB.10,Monoclinic,Prismatic,,On {001} distinct; on {010} imperfect; on {110} in traces.,1 - 1.5,White,1478,,"crystalline, granular, and columnar crusts",
